Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN
Facebook post,2016-09-26 18:02:14,"Gluten Free RN","Celiac disease diagnosis still significantly delayed - Doctor's but not patients' delay responsive for the increased total delay in women. - PubMed - NCBI",United States,"",https://www.facebook.com/permalink.php?story_fbid=10154636567333960&id=156456078959,"Celiac disease diagnosis still significantly delayed – Doctor's but not patients’ delay responsive for the increased total delay in women","Digestive and Liver Disease",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Massachusetts General Hospital; Triemli Hospital; University Hospital of Lausanne; University Hospital of Zurich",2016-10-01,20,https://www.altmetric.com/details/10128989,10.1016/j.dld.2016.06.016,,,,27401607,,"",,,,,
Facebook post,2016-09-19 15:50:44,"Triangle Integrative Medicine Associates",,,"",https://www.facebook.com/permalink.php?story_fbid=1729605393958601&id=1651512835101191,"Non-Celiac Gluten Sensitivity among Patients Perceiving Gluten-Related Symptoms","Digestion",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of L'Aquila",2015-05-30,363,https://www.altmetric.com/details/4074563,10.1159/000430090,,,,26043918,,"",,,,,
Facebook post,2016-09-18 11:50:00,"Gluten free Suriname","Impact of a gluten-free diet on bone mineral density in celiac patients. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=761821030624333&id=280166708789770,"Impact of a gluten-free diet on bone mineral density in celiac patients.","Revista Española de Enfermedades Digestivas",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Pontifícia Universidade Católica do Paraná; Universidade Positivo",2016-02-01,2,https://www.altmetric.com/details/5090964,10.17235/reed.2015.3953/2015,,,,26838490,,"",,,,,
Facebook post,2016-09-14 20:02:27,"Libertas Academica","Timeline Photos",,"",https://www.facebook.com/permalink.php?story_fbid=1080788408642758&id=220847274636880,"Elderly Onset Celiac Disease: A Narrative Review","Clinical Medicine Insights: Gastroenterology",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","University of Palermo",2016-07-27,8,https://www.altmetric.com/details/10082339,10.4137/cgast.s38454,,,,27486350,PMC4965017,"",,,,,
Facebook post,2016-09-14 17:39:45,"Nutrition Care for Children","Unexpected improvement in core autism spectrum disorder symptoms after long-term treatment with probiotics. - PubMed - NCBI",United States,"",https://www.facebook.com/permalink.php?story_fbid=10153741964621651&id=132315651650,"Unexpected improvement in core autism spectrum disorder symptoms after long-term treatment with probiotics","SAGE Open Medical Case Reports",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences",,2016-08-26,33,https://www.altmetric.com/details/10962044,10.1177/2050313x16666231,,,,27621806,,"",,,,,
Facebook post,2016-09-14 14:21:56,"Integrative Wellness","Gluten Sensitivity. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=1686221661699391&id=1468735416781351,"Gluten Sensitivity","Annals of Nutrition and Metabolism",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences; 1109 Neurosciences","Marche Polytechnic University",2015-11-26,43,https://www.altmetric.com/details/4809839,10.1159/000440990,,,,26605537,,"",,,,,
Facebook post,2016-09-09 13:10:17,"Autism Eye","Treating Autism",,"",https://www.facebook.com/permalink.php?story_fbid=1263815520337181&id=147031715348906,"Unexpected improvement in core autism spectrum disorder symptoms after long-term treatment with probiotics","SAGE Open Medical Case Reports",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences",,2016-08-26,33,https://www.altmetric.com/details/10962044,10.1177/2050313x16666231,,,,27621806,,"",,,,,
Facebook post,2016-09-02 22:02:21,"Mariana Chávez- Nutrigenética Clínica y Control de Peso.","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=1651169941862777&id=1511070155872757,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-09-02 16:13:48,"The GUT CLUB","Unexpected improvement in core autism spectrum disorder symptoms after long-term treatment with probiotics",,"",https://www.facebook.com/permalink.php?story_fbid=1487895547902975&id=1225613454131187,"Unexpected improvement in core autism spectrum disorder symptoms after long-term treatment with probiotics","SAGE Open Medical Case Reports",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences",,2016-08-26,33,https://www.altmetric.com/details/10962044,10.1177/2050313x16666231,,,,27621806,,"",,,,,
Facebook post,2016-09-02 15:45:32,"Christina Adams","m.sco.sagepub.com",,"",https://www.facebook.com/permalink.php?story_fbid=1086229494765306&id=242229202498677,"Unexpected improvement in core autism spectrum disorder symptoms after long-term treatment with probiotics","SAGE Open Medical Case Reports",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences",,2016-08-26,33,https://www.altmetric.com/details/10962044,10.1177/2050313x16666231,,,,27621806,,"",,,,,
Facebook post,2016-09-02 10:40:39,"Novamedicum","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=1267805686563688&id=414215411922724,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-09-02 10:10:01,"《BBC知識》國際中文版","Timeline Photos",,"",https://www.facebook.com/permalink.php?story_fbid=1529097410449146&id=261083417250558,"Non-Celiac Gluten Sensitivity among Patients Perceiving Gluten-Related Symptoms","Digestion",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of L'Aquila",2015-05-30,363,https://www.altmetric.com/details/4074563,10.1159/000430090,,,,26043918,,"",,,,,
Facebook post,2016-09-01 20:51:17,"Ana Cáceres Fisioterapia","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease. - PubMed - NCBI",Spain,"",https://www.facebook.com/permalink.php?story_fbid=1821644414788687&id=1444812165805249,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-09-01 20:13:20,"The Autism Food Club","Unexpected improvement in core autism spectrum disorder symptoms after long-term treatment with probiotics",,"",https://www.facebook.com/permalink.php?story_fbid=646548522187978&id=207906812718820,"Unexpected improvement in core autism spectrum disorder symptoms after long-term treatment with probiotics","SAGE Open Medical Case Reports",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences",,2016-08-26,33,https://www.altmetric.com/details/10962044,10.1177/2050313x16666231,,,,27621806,,"",,,,,
Facebook post,2016-09-01 17:46:29,"Federico Heuck, Entrenamientos Personalizados, Preparación Fisica","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease. - PubMed - NCBI",Argentina,"",https://www.facebook.com/permalink.php?story_fbid=1102169709864928&id=202462679835640,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-09-01 14:07:22,"Nourishing Your Bliss","Josh Gitalis Clinical Nutritionist",United States,"",https://www.facebook.com/permalink.php?story_fbid=1096978067016038&id=585323164848200,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-08-31 13:27:02,"Josh Gitalis Clinical Nutritionist","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease",,"",https://www.facebook.com/permalink.php?story_fbid=1081779431899993&id=133475890063690,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-08-28 10:26:43,"Enfermedadesraras","Progress in pediatrics in 2015: choices in allergy, endocrinology, gastroenterology, genetics, haematology, infectious diseases, neonatology, nephrology, neurology, nutrition, oncology and pulmonology.",,"",https://www.facebook.com/permalink.php?story_fbid=1191059904298829&id=384881388250022,"Progress in pediatrics in 2015: choices in allergy, endocrinology, gastroenterology, genetics, haematology, infectious diseases, neonatology, nephrology, neurology, nutrition, oncology and pulmonology","Italian Journal of Pediatrics",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","University of Chieti-Pescara; University of Naples Federico II; University of Parma",2016-08-27,3,https://www.altmetric.com/details/10873798,10.1186/s13052-016-0288-x,,,,27566421,,"",,,,,
Facebook post,2016-08-21 23:56:46,"Rough Patch","Non-celiac gluten sensitivity: literature review. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=1584640615170668&id=1442078922760172,"Non-Celiac Gluten Sensitivity: Literature Review","The Journal of the American College of Nutrition",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Azienda Ospedaliera Universitaria Policlinico ""Paolo Giaccone"" di Palermo",2014-02-17,117,https://www.altmetric.com/details/2138704,10.1080/07315724.2014.869996,,,http://www.tandfonline.com/doi/abs/10.1080/07315724.2014.869996,24533607,,"",,,,,
Facebook post,2016-08-18 11:33:00,"Gluten free Suriname","Impact of a gluten-free diet on bone mineral density in celiac patients. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=746202502186186&id=280166708789770,"Impact of a gluten-free diet on bone mineral density in celiac patients.","Revista Española de Enfermedades Digestivas",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Pontifícia Universidade Católica do Paraná; Universidade Positivo",2016-02-01,2,https://www.altmetric.com/details/5090964,10.17235/reed.2015.3953/2015,,,,26838490,,"",,,,,
Facebook post,2016-08-18 02:53:41,"Calories Proper","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=1129262903807922&id=597428216991396,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-08-17 18:53:14,"Colegio de Microbiólogos y Químicos Clínicos de Costa Rica","Non-celiac gluten sensitivity: Time for sifting the grain",Costa Rica,"",https://www.facebook.com/permalink.php?story_fbid=1008311489287994&id=291860157599801,"Non-celiac gluten sensitivity: Time for sifting the grain","World Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of Milan",2015-01-01,6,https://www.altmetric.com/details/4341725,10.3748/wjg.v21.i27.8221,,,http://www.wjgnet.com/1007-9327/full/v21/i27/8221.htm,26217073,,"",,,,,
Facebook post,2016-08-17 18:25:32,"Colegio de Microbiólogos y Químicos Clínicos de Costa Rica","Seronegative Celiac Disease and Immunoglobulin Deficiency: Where to Look in the Submerged Iceberg?",Costa Rica,"",https://www.facebook.com/permalink.php?story_fbid=1008288629290280&id=291860157599801,"Seronegative Celiac Disease and Immunoglobulin Deficiency: Where to Look in the Submerged Iceberg?","Nutrients",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of Bari Aldo Moro",2015-09-08,4,https://www.altmetric.com/details/4515315,10.3390/nu7095350,,,,26371035,,"",,,,,
Facebook post,2016-08-06 11:33:00,"New Life Wellness with Rabia Vaughns, PA-C","Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia",United States,"",https://www.facebook.com/permalink.php?story_fbid=1080625915360772&id=168468383243201,"Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia","Rheumatology International",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Hospital Infantil Universitario Niño Jesús; Hospital Universitario 12 De Octubre; Hospital Universitario Puerta de Hierro Majadahonda",2014-04-12,222,https://www.altmetric.com/details/2280601,10.1007/s00296-014-2990-6,,,,24728027,,"",,,,,
Facebook post,2016-08-05 18:02:00,"SOAR","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease",United States,"",https://www.facebook.com/permalink.php?story_fbid=1202697986468283&id=826436924094393,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-08-04 22:19:58,"BradRudner.com","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease",,"",https://www.facebook.com/permalink.php?story_fbid=505896022948218&id=298377187033437,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-08-02 23:13:07,"Namaste Nutritionist","Non-Celiac Gluten Sensitivity: The New Frontier of Gluten Related Disorders",,"",https://www.facebook.com/permalink.php?story_fbid=1190822354282105&id=478436492187365,"Non-Celiac Gluten Sensitivity: The New Frontier of Gluten Related Disorders","Nutrients",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Charité - University Medicine Berlin; Columbia University Medical Center; Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico; Harvard University; Johannes Gutenberg University of Mainz; Klinikum der Universität München; Marche Polytechnic University; Massachusetts General Hospital; Rovira i Virgili University; St Anna Children's Hospital; University Clinical Centre Maribor; University Medical Center of the Johannes Gutenberg University Mainz; University of Bari Aldo Moro; University of Bologna; University of Campania ""Luigi Vanvitelli""; University of Florence; University of Palermo; University of Salerno; University of Sheffield",2013-09-26,219,https://www.altmetric.com/details/1783710,10.3390/nu5103839,,,http://www.mdpi.com/2072-6643/5/10/3839/,24077239,,"",,,,,
Facebook post,2016-08-02 23:08:14,,"Non-Celiac Gluten Sensitivity: The New Frontier of Gluten Related Disorders",,"",https://www.facebook.com/permalink.php?story_fbid=1184760961544230&id=108884705798533,"Non-Celiac Gluten Sensitivity: The New Frontier of Gluten Related Disorders","Nutrients",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Charité - University Medicine Berlin; Columbia University Medical Center; Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico; Harvard University; Johannes Gutenberg University of Mainz; Klinikum der Universität München; Marche Polytechnic University; Massachusetts General Hospital; Rovira i Virgili University; St Anna Children's Hospital; University Clinical Centre Maribor; University Medical Center of the Johannes Gutenberg University Mainz; University of Bari Aldo Moro; University of Bologna; University of Campania ""Luigi Vanvitelli""; University of Florence; University of Palermo; University of Salerno; University of Sheffield",2013-09-26,219,https://www.altmetric.com/details/1783710,10.3390/nu5103839,,,http://www.mdpi.com/2072-6643/5/10/3839/,24077239,,"",,,,,
Facebook post,2016-07-31 22:32:16,"London Terrace Chiropractic & Applied Kinesiology","Non-celiac Gluten Sensitivity: 'Celiac Lite' Disease?",United States,"",https://www.facebook.com/permalink.php?story_fbid=1241205912609885&id=109622855768202,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-07-29 14:24:00,"Gluten-Free Fun","Elderly Onset Celiac Disease: A Narrative Review",,"",https://www.facebook.com/permalink.php?story_fbid=1238975752782372&id=152071881472770,"Elderly Onset Celiac Disease: A Narrative Review","Clinical Medicine Insights: Gastroenterology",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","University of Palermo",2016-07-27,8,https://www.altmetric.com/details/10082339,10.4137/cgast.s38454,,,,27486350,PMC4965017,"",,,,,
Facebook post,2016-07-28 23:53:20,"Ken Sharlin, M.D.","Transglutaminase 6 Antibodies in the Serum of Patients With ALS",United States,"",https://www.facebook.com/permalink.php?story_fbid=497805420425807&id=275588672647484,"Transglutaminase 6 Antibodies in the Serum of Patients With Amyotrophic Lateral Sclerosis","JAMA Neurology",,,Article,"11 Medical and Health Sciences; 1107 Immunology; 1109 Neurosciences","Rabin Medical Center; Tel Aviv Sourasky Medical Center; Tel Aviv University",2015-06-01,96,https://www.altmetric.com/details/3903945,10.1001/jamaneurol.2015.48,,,,25867286,,"",,,,,
Facebook post,2016-07-28 16:22:30,"Manos Venus","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease",United Kingdom,"",https://www.facebook.com/permalink.php?story_fbid=1786582404918618&id=1520742188169309,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-07-27 22:14:17,"Integra Salud","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease",Spain,"",https://www.facebook.com/permalink.php?story_fbid=1125409804190917&id=965628953502337,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-07-27 07:52:22,"Kerri Nichols Naturopathic Clinic","Diagnosis of gluten related disorders: Celiac disease, wheat allergy and non-celiac gluten sensitivity",Australia,"",https://www.facebook.com/permalink.php?story_fbid=1206534946045373&id=186616961370515,"Diagnosis of gluten related disorders: Celiac disease, wheat allergy and non-celiac gluten sensitivity","World Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico",2015-06-21,72,https://www.altmetric.com/details/4215466,10.3748/wjg.v21.i23.7110,,,,26109797,,"",,,,,
Facebook post,2016-07-27 07:17:12,"SkinnyGaz","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=319232438428921&id=153121125040054,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-07-27 06:12:09,"Ultimate Performance Personal Training","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease. - PubMed - NCBI",United Kingdom,"",https://www.facebook.com/permalink.php?story_fbid=10153551833301829&id=195180661828,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-07-22 08:46:03,"Poradnia Dietetyczna Świat Odżywiania","Gluten - Czy na pewno taki zły ?",Poland,"",https://www.facebook.com/permalink.php?story_fbid=1749139215366924&id=1631102580503922,"Celiac disease","Current opinion in gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Mayo Clinic",2010-03-01,2,https://www.altmetric.com/details/1148360,10.1097/mog.0b013e3283365263,,,,20040864,PMC2830645,"",,,,,
Facebook post,2016-07-21 16:08:18,"My Complete Nutritionist","Gluten Intolerance Group of North America",,"",https://www.facebook.com/permalink.php?story_fbid=1203998583005485&id=385000374905314,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-07-18 06:12:09,"Człowiek Szpinak","Gluten - Czy na pewno taki zły ?",,"",https://www.facebook.com/permalink.php?story_fbid=1186339508074005&id=952286861479272,"Celiac disease","Current opinion in gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Mayo Clinic",2010-03-01,2,https://www.altmetric.com/details/1148360,10.1097/mog.0b013e3283365263,,,,20040864,PMC2830645,"",,,,,
Facebook post,2016-07-17 20:51:23,"żywienie w sporcie","Gluten - Czy na pewno taki zły ?",,"",https://www.facebook.com/permalink.php?story_fbid=1776111132632798&id=1378241809086401,"Celiac disease","Current opinion in gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Mayo Clinic",2010-03-01,2,https://www.altmetric.com/details/1148360,10.1097/mog.0b013e3283365263,,,,20040864,PMC2830645,"",,,,,
Facebook post,2016-07-17 20:33:13,"Trener Personalny Dietetyk Paweł Szewczyk","Gluten - Czy na pewno taki zły ?",,"",https://www.facebook.com/permalink.php?story_fbid=532910180242433&id=231845433682244,"Celiac disease","Current opinion in gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Mayo Clinic",2010-03-01,2,https://www.altmetric.com/details/1148360,10.1097/mog.0b013e3283365263,,,,20040864,PMC2830645,"",,,,,
Facebook post,2016-07-17 19:01:58,"Uniwersytety dla nauki, pajace do cyrku","Gluten - Czy na pewno taki zły ?",,"",https://www.facebook.com/permalink.php?story_fbid=1123147451075857&id=980549348669002,"Celiac disease","Current opinion in gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Mayo Clinic",2010-03-01,2,https://www.altmetric.com/details/1148360,10.1097/mog.0b013e3283365263,,,,20040864,PMC2830645,"",,,,,
Facebook post,2016-07-17 15:41:17,"Greenville Gluten Intolerance Group","Gluten Intolerance Group of North America",,"",https://www.facebook.com/permalink.php?story_fbid=876621805799235&id=204524486342307,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-07-17 14:00:13,"Gluten Intolerance Group of North America","Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocyt",United States,"",https://www.facebook.com/permalink.php?story_fbid=10153809058295773&id=242154670772,"Double-Blind Randomized Clinical Trial: Gluten versus Placebo Rechallenge in Patients with Lymphocytic Enteritis and Suspected Celiac Disease","PLoS ONE",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas; University Hospital Mútua de Terrassa",2016-07-08,109,https://www.altmetric.com/details/9533113,10.1371/journal.pone.0157879,,,,27392045,PMC4938236,"",2016PLoSO..1157879R,,,,
Facebook post,2016-07-05 18:21:41,"Colegio de Microbiólogos y Químicos Clínicos de Costa Rica","Assessment of a Test for the Screening and Diagnosis of Celiac Disease  Porcelli  2014  Journal of C",Costa Rica,"",https://www.facebook.com/permalink.php?story_fbid=979073792211764&id=291860157599801,"Assessment of a Test for the Screening and Diagnosis of Celiac Disease","Journal of Clinical Laboratory Analysis",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of Siena",2014-11-10,4,https://www.altmetric.com/details/2896121,10.1002/jcla.21816,,,,25385391,,"",,,,,
