Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN
News story,2020-10-05 07:06:43,"Cadena SER","¿Es imaginación nuestra o cada vez hay más celiacos?",Portugal,"",http://ct.moreover.com/?a=43237618756&p=1pl&v=1&x=AF1gnlbZ-DsXh5-VKXsnqQ,"Serological testing for celiac disease in adults","United European Gastroenterology Journal",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Gentofte Hospital; University of Copenhagen",2013-10-01,24,https://www.altmetric.com/details/1770039,10.1177/2050640613502788,,,,24917978,PMC4040770,"",,,,,
News story,2020-10-04 19:21:50,"The Conversation","¿Es imaginación nuestra o cada vez hay más celiacos?",Australia,"",http://ct.moreover.com/?a=43234617223&p=1pl&v=1&x=6QZwlNoJ34rKahjdupEtjw,"Delayed celiac disease diagnosis predisposes to reduced quality of life and incremental use of health care services and medicines: A prospective nationwide study","United European Gastroenterology Journal",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Finnish Coeliac Society; Tampere University; Tampere University Hospital",2018-05-01,19,https://www.altmetric.com/details/48228634,10.1177/2050640617751253,,,,29881612,,"",,,,,
News story,2020-10-04 19:21:50,"The Conversation","¿Es imaginación nuestra o cada vez hay más celiacos?",Australia,"",http://ct.moreover.com/?a=43234617223&p=1pl&v=1&x=6QZwlNoJ34rKahjdupEtjw,"Serological testing for celiac disease in adults","United European Gastroenterology Journal",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Gentofte Hospital; University of Copenhagen",2013-10-01,24,https://www.altmetric.com/details/1770039,10.1177/2050640613502788,,,,24917978,PMC4040770,"",,,,,
News story,2020-09-29 13:22:08,"ProfitQuotes.com","FDA authorizes new IND to evaluate impact of multi-strain probiotic DS-01™ on gut microbiota of patients with IBS",United States,"",http://ct.moreover.com/?a=43192256220&p=1pl&v=1&x=aWxrTQFE9C9xeodDCw7YXg,"Irritable Bowel Syndrome","JAMA: Journal of the American Medical Association",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Michigan Medicine",2015-03-03,274,https://www.altmetric.com/details/3751128,10.1001/jama.2015.0954,,,,25734736,,"",,,,,
News story,2020-09-29 13:00:00,"WFMZ-TV 69","FDA authorizes new IND to evaluate impact of multi-strain probiotic DS-01(TM) on gut microbiota of patients with IBS",United States,"",http://ct.moreover.com/?a=43192312481&p=1pl&v=1&x=MUmdZX_txyJvy2HFuxt-XQ,"Irritable Bowel Syndrome","JAMA: Journal of the American Medical Association",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Michigan Medicine",2015-03-03,274,https://www.altmetric.com/details/3751128,10.1001/jama.2015.0954,,,,25734736,,"",,,,,
News story,2020-09-29 13:00:00,"PR Newswire","FDA authorizes new IND to evaluate impact of multi-strain probiotic DS-01™ on gut microbiota of patients with IBS",United States,"",http://ct.moreover.com/?a=43192629825&p=1pl&v=1&x=ImfwAK20EH-jos4DCn16pg,"Irritable Bowel Syndrome","JAMA: Journal of the American Medical Association",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Michigan Medicine",2015-03-03,274,https://www.altmetric.com/details/3751128,10.1001/jama.2015.0954,,,,25734736,,"",,,,,
News story,2020-09-29 12:56:15,"Medical Health News","FDA authorizes new IND to evaluate impact of multi-strain probiotic DS-01(TM) on gut microbiota of ...",Turkey,"",http://ct.moreover.com/?a=43200100446&p=1pl&v=1&x=IlsGQ-emdrEANqUQm0mV4g,"Irritable Bowel Syndrome","JAMA: Journal of the American Medical Association",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Michigan Medicine",2015-03-03,274,https://www.altmetric.com/details/3751128,10.1001/jama.2015.0954,,,,25734736,,"",,,,,
News story,2020-09-29 00:00:00,"Biospace","FDA authorizes new IND to evaluate impact of multi-strain probiotic DS-01™ on gut microbiota of patients with IBS",United States,"",http://ct.moreover.com/?a=43192681264&p=1pl&v=1&x=BetKHn0SU7yYBVpUIj1lRA,"Irritable Bowel Syndrome","JAMA: Journal of the American Medical Association",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Michigan Medicine",2015-03-03,274,https://www.altmetric.com/details/3751128,10.1001/jama.2015.0954,,,,25734736,,"",,,,,
News story,2020-09-28 15:29:10,"MedPage Today","Introducing Wheat Early May Prevent Celiac Disease",United States,"",http://ct.moreover.com/?a=43185045482&p=1pl&v=1&x=YFcwGhVSB5AXcJLvBfd7kw,"Randomized Feeding Intervention in Infants at High Risk for Celiac Disease","New England Journal of Medicine",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services",,2014-10-02,86,https://www.altmetric.com/details/2738045,10.1056/nejmoa1404172,,,http://www.nejm.org/doi/abs/10.1056/NEJMoa1404172,25271603,,"",,,,,
News story,2020-09-23 19:03:42,"MSN","These Four Conditions Can Be Misdiagnosed For Years On End",United States,"",http://ct.moreover.com/?a=43146710438&p=1pl&v=1&x=UI4OtYpyZZ-sPWYmCOVUdQ,"New insights in IBS-like disorders: Pandora's box has been opened; a review.","Gastroenterology & Hepatology from Bed to Bench",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Sapienza University of Rome",2017-01-01,59,https://www.altmetric.com/details/22020462,,,,,28702130,,"",,,,,
News story,2020-09-23 14:08:06,"Pressfrom","These Four Conditions Can Be Misdiagnosed For Years On End",United States,"",http://ct.moreover.com/?a=43144772987&p=1pl&v=1&x=_wsfQ5mecV2GkgJeRfPXFw,"New insights in IBS-like disorders: Pandora's box has been opened; a review.","Gastroenterology & Hepatology from Bed to Bench",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Sapienza University of Rome",2017-01-01,59,https://www.altmetric.com/details/22020462,,,,,28702130,,"",,,,,
News story,2020-09-23 13:00:00,"Yahoo!","These Four Conditions Can Be Misdiagnosed For Years On End",United States,"",http://ct.moreover.com/?a=43145059641&p=1pl&v=1&x=1YZCOsrtkNMG369Xot8vPw,"New insights in IBS-like disorders: Pandora's box has been opened; a review.","Gastroenterology & Hepatology from Bed to Bench",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Sapienza University of Rome",2017-01-01,59,https://www.altmetric.com/details/22020462,,,,,28702130,,"",,,,,
News story,2020-09-23 13:00:00,"Men's Health","These Four Conditions Can Be Misdiagnosed For Years On End",United States,"",http://ct.moreover.com/?a=43144324906&p=1pl&v=1&x=Op73yFgiA5OnAN024Rsqxg,"New insights in IBS-like disorders: Pandora's box has been opened; a review.","Gastroenterology & Hepatology from Bed to Bench",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Sapienza University of Rome",2017-01-01,59,https://www.altmetric.com/details/22020462,,,,,28702130,,"",,,,,
News story,2020-09-10 20:57:06,"Psychology Today","Is IBS A Psychological Issue?",United States,"",http://ct.moreover.com/?a=43046374388&p=1pl&v=1&x=VtLx3yBnl-nnjBNZ3PWoLw,"Irritable Bowel Syndrome","JAMA: Journal of the American Medical Association",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Michigan Medicine",2015-03-03,274,https://www.altmetric.com/details/3751128,10.1001/jama.2015.0954,,,,25734736,,"",,,,,
News story,2020-09-04 11:41:10,"ABC 7 WKBW Buffalo","What does it really mean to be gluten-free?",United States,"",http://ct.moreover.com/?a=42998492102&p=1pl&v=1&x=TKBU9EDu4gAO7qR9mBTB-g,"Celiac disease: From pathophysiology to treatment","World Journal of Gastrointestinal Pathophysiology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Humanitas Clinical and Research Center IRCCS; Klinički Bolnički Centar Rijeka; Texas Tech University Health Sciences Center; University of Rijeka",2017-01-01,57,https://www.altmetric.com/details/31966827,10.4291/wjgp.v8.i2.27,,,,28573065,PMC5437500,"",,,,,
News story,2020-08-09 08:56:59,"Medical News Today","New way for gut neurons to communicate with the brain",United Kingdom,"",http://ct.moreover.com/?a=42796791737&p=1pl&v=1&x=ljtyS9IbY3nn-teCWMxG2Q,"NONRUMINANT NUTRITION SYMPOSIUM: Involvement of gut neural and endocrine systems in pathological disorders of the digestive tract1,2","Journal of Animal Science",,,Article,"06 Biological Sciences; 07 Agricultural and Veterinary Sciences","University of Melbourne",2012-04-01,8,https://www.altmetric.com/details/7631858,10.2527/jas.2011-4825,,,http://www.animalsciencepublications.org/publications/jas/abstracts/90/4/1203,22178854,,"",,,,,
News story,2020-07-23 00:00:00,"FoodNavigator.com","",United States,"","","The New Epidemiology of Celiac Disease","Journal of Pediatric Gastroenterology & Nutrition",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Harvard University; Marche Polytechnic University",2014-07-01,342,https://www.altmetric.com/details/2478464,10.1097/01.mpg.0000450393.23156.59,,,http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00005176-201407001-00005,24979197,,"",,,,,
News story,2020-07-09 01:45:07,"Medical Health News","Management of Small Bowel Villous Atrophy in Patients Seronegative for Celiac Disease",Turkey,"",http://ct.moreover.com/?a=42556204365&p=1pl&v=1&x=pOfpGN4E9YKZESV12I1syg,"Small bowel villous atrophy: celiac disease and beyond","Expert Review of Gastroenterology and Hepatology",,,Article,"11 Medical and Health Sciences; 1199 Other Medical and Health Sciences","All India Institute of Medical Sciences; Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico; King Saud University; Royal Hallamshire Hospital; Schneider Children's Medical Center; University of Chicago; University of Sheffield",2016-12-29,16,https://www.altmetric.com/details/15175866,10.1080/17474124.2017.1274231,,,,28000520,,"",,,,,
News story,2020-06-16 23:01:02,"iSanidad","¿Qué relación hay entre el síndrome del intestino irritable y la enfermedad celíaca?",Spain,"",http://ct.moreover.com/?a=42379910042&p=1pl&v=1&x=nBLSQywsdiThUqTbTLaNDQ,"Screening for Celiac Disease in Irritable Bowel Syndrome: An Updated Systematic Review and Meta-analysis","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Michigan Medicine; St James's University Hospital; University of Leeds",2017-01-01,30,https://www.altmetric.com/details/12710341,10.1038/ajg.2016.466,,,,27753436,,"",,,,,
News story,2020-06-13 15:51:30,"Business Insider Nederland","Why sourdough bread is healthier than regular white or wheat bread",Netherlands,"",http://ct.moreover.com/?a=42355844371&p=1pl&v=1&x=vxF6rx0Ib9-u6PiuTZr4DQ,"Celiac disease: From pathophysiology to treatment","World Journal of Gastrointestinal Pathophysiology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Humanitas Clinical and Research Center IRCCS; Klinički Bolnički Centar Rijeka; Texas Tech University Health Sciences Center; University of Rijeka",2017-01-01,57,https://www.altmetric.com/details/31966827,10.4291/wjgp.v8.i2.27,,,,28573065,PMC5437500,"",,,,,
News story,2020-06-12 20:21:25,"MSN","Why sourdough bread is healthier than regular white or wheat bread",United States,"",http://ct.moreover.com/?a=42350221833&p=1pl&v=1&x=mp4cUHy7gtjSdqBkZF7ifg,"Celiac disease: From pathophysiology to treatment","World Journal of Gastrointestinal Pathophysiology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Humanitas Clinical and Research Center IRCCS; Klinički Bolnički Centar Rijeka; Texas Tech University Health Sciences Center; University of Rijeka",2017-01-01,57,https://www.altmetric.com/details/31966827,10.4291/wjgp.v8.i2.27,,,,28573065,PMC5437500,"",,,,,
News story,2020-06-12 19:06:36,"Pressfrom","Why sourdough bread is healthier than regular white or wheat bread",United States,"",http://ct.moreover.com/?a=42349805619&p=1pl&v=1&x=nCE98JQup00npQezNnKSdw,"Celiac disease: From pathophysiology to treatment","World Journal of Gastrointestinal Pathophysiology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Humanitas Clinical and Research Center IRCCS; Klinički Bolnički Centar Rijeka; Texas Tech University Health Sciences Center; University of Rijeka",2017-01-01,57,https://www.altmetric.com/details/31966827,10.4291/wjgp.v8.i2.27,,,,28573065,PMC5437500,"",,,,,
News story,2020-06-12 18:07:03,"Business Insider Australia ","Why sourdough bread is healthier than regular white or wheat bread",Australia,"",http://ct.moreover.com/?a=42349747145&p=1pl&v=1&x=h4aZRn1bnf4j9D-ayqMVzA,"Celiac disease: From pathophysiology to treatment","World Journal of Gastrointestinal Pathophysiology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Humanitas Clinical and Research Center IRCCS; Klinički Bolnički Centar Rijeka; Texas Tech University Health Sciences Center; University of Rijeka",2017-01-01,57,https://www.altmetric.com/details/31966827,10.4291/wjgp.v8.i2.27,,,,28573065,PMC5437500,"",,,,,
News story,2020-06-12 18:07:03,"Yahoo! News","Why sourdough bread is healthier than regular white or wheat bread",United States,"",http://ct.moreover.com/?a=42350709538&p=1pl&v=1&x=RcaXPKbhrKnZ-fzABKxvFg,"Celiac disease: From pathophysiology to treatment","World Journal of Gastrointestinal Pathophysiology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Humanitas Clinical and Research Center IRCCS; Klinički Bolnički Centar Rijeka; Texas Tech University Health Sciences Center; University of Rijeka",2017-01-01,57,https://www.altmetric.com/details/31966827,10.4291/wjgp.v8.i2.27,,,,28573065,PMC5437500,"",,,,,
News story,2020-06-12 18:07:00,"Business Insider India","Why sourdough bread is healthier than regular white or wheat bread",India,"",http://ct.moreover.com/?a=42349982496&p=1pl&v=1&x=RTCfwLfXee3tASGxfwZ1lA,"Celiac disease: From pathophysiology to treatment","World Journal of Gastrointestinal Pathophysiology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Humanitas Clinical and Research Center IRCCS; Klinički Bolnički Centar Rijeka; Texas Tech University Health Sciences Center; University of Rijeka",2017-01-01,57,https://www.altmetric.com/details/31966827,10.4291/wjgp.v8.i2.27,,,,28573065,PMC5437500,"",,,,,
News story,2020-05-15 21:40:43,"Medical News Today","What is gluten, and why is it bad for some people?",United Kingdom,"",http://ct.moreover.com/?a=42121416770&p=1pl&v=1&x=sGRypsWYURHbSTxyzYC8yw,"The present and the future in the diagnosis and management of celiac disease","Gastroenterology Report",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Beth Israel Deaconess Medical Center",2014-10-17,36,https://www.altmetric.com/details/2791889,10.1093/gastro/gou065,,,,25326000,,"",,,,,
News story,2020-04-14 01:33:00,"Women's Health","20 Foods High In Vitamin C Beyond Just Oranges",United States,"",http://ct.moreover.com/?a=41873958552&p=1pl&v=1&x=SM4rLv8LNwUvuc1PDavgXg,"A guide to diagnosis of iron deficiency and iron deficiency anemia in digestive diseases","World Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1115 Pharmacology and Pharmaceutical Sciences","Hospital Universitario de Fuenlabrada",2009-01-01,19,https://www.altmetric.com/details/32815451,10.3748/wjg.15.4638,,,,19787826,PMC2754511,"",,,,,
News story,2020-03-03 00:00:00,"Healio.com","Limbal stem cell deficiency seen in celiac disease variant",United States,"",http://ct.moreover.com/?a=41529731255&p=1pl&v=1&x=p_Pe9YNPaBb5WQjJ_c4fJA,"Advances in Diagnosis and Management of Celiac Disease","Gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Beth Israel Deaconess Medical Center; Children's Hospital Colorado; Universidad del Salvador; University of Colorado Anschutz Medical Campus",2015-05-01,28,https://www.altmetric.com/details/3303886,10.1053/j.gastro.2015.01.044,,,,25662623,,"",,,,,
News story,2020-02-21 21:23:33,"Clinical Advisor","Derm Dx: Itchy Rash on Outer Arm",United States,"",http://ct.moreover.com/?a=41444846879&p=1pl&v=1&x=10SZmJmSxnhD5QOY9R9b-w,"Dermatitis Herpetiformis: Novel Perspectives","Frontiers in immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of Florence",2019-06-11,14,https://www.altmetric.com/details/61899843,10.3389/fimmu.2019.01290,,,,31244841,,"",,,,,
News story,2020-02-21 05:46:06,"Medical News Today","Foods to eat and avoid with fibromyalgia",United Kingdom,"",http://ct.moreover.com/?a=41437443319&p=1pl&v=1&x=x32NdoWHVLQRXC3up2h5Zg,"Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia","Rheumatology International",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Hospital Infantil Universitario Niño Jesús; Hospital Universitario 12 De Octubre; Hospital Universitario Puerta de Hierro Majadahonda",2014-04-12,222,https://www.altmetric.com/details/2280601,10.1007/s00296-014-2990-6,,,,24728027,,"",,,,,
News story,2020-02-21 03:40:40,"Medical News Today","What is gluten intolerance?",United Kingdom,"",http://ct.moreover.com/?a=41436760056&p=1pl&v=1&x=LeKkovuz6n9GQ9yWHjCOJA,"Diagnosis of Non-Celiac Gluten Sensitivity (NCGS): The Salerno Experts’ Criteria","Nutrients",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Alexandra Hospital; Beth Israel Deaconess Medical Center; Charité - University Medicine Berlin; Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico; Hôpital Européen Georges-Pompidou; Hospital Universitari Sant Joan de Reus; Institute of Food Science; Marche Polytechnic University; Massachusetts General Hospital; Oslo University Hospital; Royal Hallamshire Hospital; Somerset Partnership NHS Foundation Trust; University Clinical Centre Maribor; University Medical Center of the Johannes Gutenberg University Mainz; University of Bari Aldo Moro; University of Bologna; University of Campania ""Luigi Vanvitelli""; University of Erlangen-Nuremberg; University of Oslo; University of Palermo; University of Parma; University of Sheffield; VU University Medical Center",2015-06-18,89,https://www.altmetric.com/details/4199587,10.3390/nu7064966,,,http://www.mdpi.com/2072-6643/7/6/4966/,26096570,,"",,,,,
News story,2020-02-19 23:45:51,"Medical News Today","Everything you need to know about fibromyalgia",United Kingdom,"",http://ct.moreover.com/?a=41426209636&p=1pl&v=1&x=cmxjEJXfx2Xnu-mvoiK-5w,"Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia","Rheumatology International",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Hospital Infantil Universitario Niño Jesús; Hospital Universitario 12 De Octubre; Hospital Universitario Puerta de Hierro Majadahonda",2014-04-12,222,https://www.altmetric.com/details/2280601,10.1007/s00296-014-2990-6,,,,24728027,,"",,,,,
News story,2020-02-14 03:44:02,"Medical News Today","Which foods make you bloated?",United Kingdom,"",http://ct.moreover.com/?a=41380285836&p=1pl&v=1&x=lfPRcLOMWr2Qmgcf8Pl95g,"Non-celiac gluten sensitivity: All wheat attack is not celiac","World Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Louisiana State University; Louisiana State University Health Sciences Center Shreveport",2017-10-28,40,https://www.altmetric.com/details/29104638,10.3748/wjg.v23.i40.7201,,,,29142467,PMC5677194,"",,,,,
News story,2020-02-12 05:00:38,"La Razon (ESP)","Todo lo que necesitas saber sobre el gluten y cómo vivir sin él",Spain,"",http://ct.moreover.com/?a=41361381159&p=1pl&v=1&x=z8st6NzGG5X-sUxdKPqmIg,"The New Epidemiology of Celiac Disease","Journal of Pediatric Gastroenterology & Nutrition",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Harvard University; Marche Polytechnic University",2014-07-01,342,https://www.altmetric.com/details/2478464,10.1097/01.mpg.0000450393.23156.59,,,http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00005176-201407001-00005,24979197,,"",,,,,
News story,2020-01-08 05:30:00,"The National Interest","Gluten Is Bad: For These Americans, Bread Has Become A Silent Killer",United States,"",http://ct.moreover.com/?a=41079694120&p=1pl&v=1&x=rskcszmDMFwHcD-3Bs3IXA,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-12-18 08:03:03,"The National Interest","Here's How Gluten Is Making Your Life Miserable",United States,"",http://ct.moreover.com/?a=40926941902&p=1pl&v=1&x=nADgXpRzZdIyIVKUVO2wvw,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-12-04 05:00:02,"Gizmodo Australia","",Australia,"","","Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-27 14:00:58,"MedicalXpress","New method enables easier and faster detection of celiac disease antibodies",United Kingdom,"",http://ct.moreover.com/?a=40767032857&p=1pl&v=1&x=tg3kzJ7HaTGJTovnCYdJ8A,"LFRET, a novel rapid assay for anti-tissue transglutaminase antibody detection","PLoS ONE",,,Article,"10 Technology; 1004 Medical Biotechnology","Helsinki University Hospital; Kuopio University Hospital; Turku University Hospital; University of Eastern Finland; University of Helsinki; University of Zurich",2019-11-26,32,https://www.altmetric.com/details/71239214,10.1371/journal.pone.0225851,,,,31770411,,"",,,,,
News story,2019-11-27 01:17:01,"The Medical News","Novel diagnostic method for rapid measurement of celiac disease antibodies",Australia,"",http://ct.moreover.com/?a=40762007133&p=1pl&v=1&x=r65e_T78wSC2X7_wOIImeA,"LFRET, a novel rapid assay for anti-tissue transglutaminase antibody detection","PLoS ONE",,,Article,"10 Technology; 1004 Medical Biotechnology","Helsinki University Hospital; Kuopio University Hospital; Turku University Hospital; University of Eastern Finland; University of Helsinki; University of Zurich",2019-11-26,32,https://www.altmetric.com/details/71239214,10.1371/journal.pone.0225851,,,,31770411,,"",,,,,
News story,2019-11-26 13:00:25,"Mic","Migraines and gluten: How does a piece of bread cause a headache?",United States,"",http://ct.moreover.com/?a=40757975170&p=1pl&v=1&x=zNzSVimpV13BpycHCaOBxg,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-26 13:00:17,"Yahoo! News","How Gluten Destroys the Human Body",United States,"",http://ct.moreover.com/?a=40757747456&p=1pl&v=1&x=r3SzYu5ZOIZweiNa2KZzPw,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-26 05:00:00,"EurekAlert!","New method enables easier and faster detection of celiac disease antibodies",United States,"",http://ct.moreover.com/?a=40760126106&p=1pl&v=1&x=R2CJoTaF4zwwoXXIIYHWcw,"LFRET, a novel rapid assay for anti-tissue transglutaminase antibody detection","PLoS ONE",,,Article,"10 Technology; 1004 Medical Biotechnology","Helsinki University Hospital; Kuopio University Hospital; Turku University Hospital; University of Eastern Finland; University of Helsinki; University of Zurich",2019-11-26,32,https://www.altmetric.com/details/71239214,10.1371/journal.pone.0225851,,,,31770411,,"",,,,,
News story,2019-11-26 02:01:58,"The National Interest","How Gluten Destroys the Human Body",United States,"",http://ct.moreover.com/?a=40754113227&p=1pl&v=1&x=N1BSZUqRotZNk2MadzbPCw,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-25 15:22:02,"MedicalXpress","How does a piece of bread cause a migraine?",United Kingdom,"",http://ct.moreover.com/?a=40750528905&p=1pl&v=1&x=TD6a5ic6W5eVDJtZM24jpg,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-25 14:24:03,"The Raw Story","How does a piece of bread cause a migraine?",United States,"",http://ct.moreover.com/?a=40750164060&p=1pl&v=1&x=H20Xs721XpGhGxltz_brfA,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-25 14:22:32,"Big News Network","",Australia,"","","Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-25 13:54:42,"Foreign Affairs New Zealand","MIL-OSI Global: How does a piece of bread cause a migraine?",New Zealand,"",http://ct.moreover.com/?a=40749936706&p=1pl&v=1&x=upLIXcSG6uVfsEZ4rXT6xQ,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-25 13:28:23,"Lincoln Journal Star","How does a piece of bread cause a migraine?",United States,"",http://ct.moreover.com/?a=40750991028&p=1pl&v=1&x=7aP-UstBMMOS1j5yINkqaA,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-25 13:28:23,"Bozeman Daily Chronicle","How does a piece of bread cause a migraine?",United States,"",http://ct.moreover.com/?a=40750149922&p=1pl&v=1&x=sfGXW_2Yojg-AsGfoaNVDQ,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-25 13:28:23,"The Conversation","How does a piece of bread cause a migraine?",Australia,"",http://ct.moreover.com/?a=40750038547&p=1pl&v=1&x=5hS4ntBP51cN-N6XDmQNpw,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
News story,2019-11-25 13:28:23,"San Antonio Express-News","How does a piece of bread cause a migraine?",United States,"",http://ct.moreover.com/?a=40750015873&p=1pl&v=1&x=iu34SveEgcMH_F2Nqi2EhA,"Antibodies in celiac disease: implications beyond diagnostics","Cellular & Molecular Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Tampere University; Tampere University Hospital",2011-01-31,177,https://www.altmetric.com/details/56018058,10.1038/cmi.2010.65,,,,21278768,,"",,,,,
